Ano,Dias para iniciar un negocio,Emisiones de CO2,Esperanza de vida (mujeres),Esperanza de vida (varones),Facilidad para hacer negocios,Gasto en salud ( del PIB),Gasto en salud (per capita),Horas preparar los impuestos,Interes de prestamos,PIB,Pais,Poblacion 0-14,Poblacion 15-64,Poblacion 65+,Poblacion total,Poblacion urbana,Region,Tasa de mortalidad infantil,Tasa de natalidad,Tasa tributaria empresarial,Turismo emisor,Turismo receptivo,Uso de Internet,Uso de energia,Uso de telefonos celulares
2003-12-01,37,160266,76,71,NA,3.90,172,NA,6.30,110202368421,Malasia,31.50,64.40,4.20,24890654,64.80,Asia,0.70,2.00,NA,3401000000,6799000000,0.4,54619,0.4
2003-12-01,13,598,74,71,NA,6.00,199,NA,14.00,949867662,Maldivas,37.00,58.70,4.30,287594,31.30,Asia,2.50,2.20,NA,60000000,402000000,0.1,NA,0.2
2003-12-01,20,8034,68,61,NA,7.40,48,NA,31.90,1595297301,Mongolia,31.10,65.20,3.70,2468595,60.40,Asia,4.20,1.90,NA,144000000,154000000,NA,2525,0.1
2003-12-01,NA,9846,65,61,NA,2.30,4,NA,15.00,NA,Myanmar,29.00,66.10,4.80,49577152,28.10,Asia,5.40,2.00,NA,36000000,70000000,0,14064,0
2003-12-01,31,2952,65,63,NA,5.40,14,NA,7.40,6330476435,Nepal,39.90,55.90,4.10,24525527,14.60,Asia,5.20,3.00,NA,119000000,232000000,0,8707,0
2003-12-01,24,118895,65,64,NA,2.90,16,NA,NA,83244801093,Pakistan,39.50,56.40,4.00,152419974,34.10,Asia,8.30,2.90,NA,1163000000,620000000,0.1,68695,0
2003-12-01,8,31133,82,77,NA,3.60,823,NA,5.30,97002305536,Singapur,20.10,72.00,7.90,4114800,100.00,Asia,0.30,1.10,NA,8382000000,3842000000,0.5,25634,0.8
2003-12-01,58,10660,77,70,NA,3.90,38,NA,10.30,18881765437,Sri Lanka,25.80,67.50,6.70,19173000,18.40,Asia,1.30,1.90,NA,462000000,709000000,0,8682,0.1
2003-12-01,33,232198,75,68,NA,3.60,79,NA,5.90,142640079033,Tailandia,23.10,69.60,7.30,64488338,35.00,Asia,1.70,1.30,NA,3538000000,10456000000,0.1,89107,0.3
2003-12-01,NA,2076,69,61,NA,4.50,11,NA,16.70,1554125543,Tayikistan,40.20,56.10,3.70,6529609,26.40,Asia,6.10,2.90,NA,2100000,6200000,0,2170,0
2003-12-01,NA,161,63,60,NA,7.50,24,NA,16.70,436500000,Timor-Leste,49.10,48.30,2.60,933369,25.30,Asia,7.20,3.90,NA,NA,NA,NA,NA,0
2003-12-01,NA,42215,68,60,NA,3.80,95,NA,NA,5977440583,Turkmenistan,34.20,61.30,4.50,4648037,46.60,Asia,6.20,2.30,NA,NA,NA,0,17629,0
2003-12-01,29,122683,71,64,NA,5.20,20,NA,NA,10128112401,Uzbekistan,34.90,60.50,4.60,25567650,37.00,Asia,4.90,2.00,NA,NA,48000000,0,51412,0
2003-12-01,59,78767,79,70,NA,5.20,25,NA,9.50,42717072778,Vietnam,28.90,64.60,6.50,80468400,26.10,Asia,2.50,1.70,NA,NA,1400000000,0,35111,0
2003-12-01,41,4294,79,72,NA,6.20,108,NA,14.30,5652325082,Albania,28.20,64.00,7.80,3033659,44.60,Europa,2.00,1.60,NA,507000000,537000000,0,1976,0.3
2003-12-01,45,833406,81,76,NA,10.90,3206,NA,NA,2423814898420,Alemania,14.80,67.30,17.90,82534176,73.20,Europa,0.40,0.90,NA,73203000000,30104000000,0.6,338070,0.8
2003-12-01,NA,535,NA,NA,NA,5.80,1891,NA,NA,1917948475,Andorra,NA,NA,NA,75643,91.20,Europa,0.30,1.00,NA,NA,NA,0.1,NA,0.7
2003-12-01,48,11309,76,71,NA,9.30,212,NA,16.00,4756221629,Antigua Republica Yugoslava de Macedonia,20.80,68.40,10.80,2080866,57.90,Europa,1.30,1.20,NA,71000000,86000000,0.2,2776,0.4
2003-12-01,25,72317,82,76,NA,10.30,3223,NA,NA,253945776524,Austria,16.50,67.80,15.70,8121423,65.80,Europa,0.40,1.00,NA,9761000000,15128000000,0.4,32214,0.9
2003-12-01,56,114836,81,75,NA,10.00,3000,NA,6.90,311689616253,Belgica,17.30,65.50,17.20,10376133,97.30,Europa,0.40,1.10,NA,13402000000,8848000000,0.5,59242,0.8
2003-12-01,79,53722,75,63,NA,6.60,120,NA,24.00,17825436035,Bielorrusia,16.60,69.10,14.30,9797000,71.40,Europa,0.90,0.90,NA,436000000,339000000,NA,26009,0.1
2003-12-01,68,23238,78,73,NA,8.00,174,NA,10.90,8370020196,Bosnia y Herzegovina,19.40,68.40,12.20,3895779,39.20,Europa,0.70,0.90,NA,145000000,404000000,0,4400,0.3
2003-12-01,32,47308,76,69,NA,7.60,201,NA,8.50,20668176834,Bulgaria,14.30,68.50,17.10,7823557,69.90,Europa,1.60,0.90,NA,1467000000,2051000000,0.1,19399,0.4
2003-12-01,NA,7748,81,76,NA,6.80,1235,NA,6.90,13319544758,Chipre,20.90,68.60,10.50,998142,68.60,Europa,0.50,1.20,NA,700000000,2325000000,0.3,2332,0.6
2003-12-01,29,23542,78,71,NA,6.40,495,NA,11.60,34143409062,Croacia,16.40,67.00,16.60,4440000,56.00,Europa,0.60,0.90,NA,709000000,6513000000,0.2,8812,0.6
2003-12-01,7,55735,80,75,NA,9.50,3756,NA,NA,212621855883,Dinamarca,18.80,66.30,14.90,5390574,85.40,Europa,0.40,1.20,NA,6659000000,5271000000,0.8,20087,0.9
2003-12-01,103,39494,78,70,NA,5.80,360,NA,8.50,45837416479,Eslovaquia,17.90,70.60,11.60,5373374,55.90,Europa,0.90,1.00,NA,662000000,876000000,0.4,18639,0.7
2003-12-01,60,15500,81,73,NA,8.60,1263,NA,10.80,29152072068,Eslovenia,14.70,70.30,15.00,1995733,50.70,Europa,0.40,0.90,NA,805000000,1427000000,0.3,6912,0.9
2003-12-01,114,321097,83,76,NA,8.20,1730,NA,NA,883839729120,Espana,14.50,68.70,16.90,42187645,76.80,Europa,0.50,1.00,NA,11330000000,43863000000,0.4,133196,0.9
2003-12-01,72,17052,77,66,NA,4.90,352,NA,5.50,9845187817,Estonia,16.10,67.60,16.30,1370720,69.00,Europa,0.70,1.00,NA,404000000,883000000,0.5,5188,0.8
2003-12-01,31,68888,82,75,NA,8.20,2572,NA,4.10,164256207675,Finlandia,17.70,66.80,15.50,5213014,82.60,Europa,0.30,1.10,NA,2954000000,2676000000,0.7,36747,0.9
2003-12-01,41,387591,83,76,NA,10.80,3137,NA,6.60,1792215124154,Francia,18.60,65.10,16.30,62242474,76.60,Europa,0.40,1.30,NA,32618000000,45990000000,0.4,265879,0.7
2003-12-01,38,95738,81,77,NA,8.90,1579,NA,6.80,192850270290,Grecia,14.60,67.40,18.00,11018324,73.70,Europa,0.60,1.00,NA,2439000000,10842000000,0.2,29141,0.8
2003-12-01,52,59072,77,68,NA,8.60,706,NA,9.60,83538373061,Hungria,16.00,68.50,15.50,10129552,65.50,Europa,0.80,0.90,NA,2700000000,4119000000,0.2,26136,0.8
2003-12-01,18,43337,81,76,NA,7.30,2918,NA,2.80,158730360073,Irlanda,20.80,68.10,11.10,3996521,59.90,Europa,0.50,1.50,NA,4832000000,5206000000,0.3,14061,0.9
2003-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2264911807,Isla de Man,NA,NA,NA,79001,51.90,Europa,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-01,NA,2167,83,80,NA,10.60,4020,NA,12.00,10969898924,Islandia,22.50,65.80,11.70,289521,92.80,Europa,0.30,1.40,NA,524000000,486000000,0.8,3273,1
2003-12-01,NA,777,82,77,NA,NA,NA,NA,NA,1486861879,Islas Faroe,NA,NA,NA,48308,38.70,Europa,NA,NA,NA,NA,NA,0.6,NA,0.8
2003-12-01,23,468349,83,77,NA,8.20,2157,NA,5.80,1514503536381,Italia,14.20,66.70,19.20,57313203,67.50,Europa,0.40,0.90,NA,23731000000,32591000000,0.3,179423,1
2003-12-01,NA,NA,71,66,NA,NA,NA,NA,NA,3355083117,Kosovo,NA,NA,NA,1703466,NA,Europa,NA,1.80,NA,NA,NA,NA,1994,NA
2003-12-01,16,7088,77,66,NA,6.20,295,NA,5.40,11186452601,Letonia,15.80,67.90,16.30,2287955,67.80,Europa,1.20,0.90,NA,365000000,271000000,0.3,4324,0.5
2003-12-01,NA,NA,82,78,NA,NA,NA,NA,NA,3070803431,Liechtenstein,NA,NA,NA,34141,14.90,Europa,NA,1.00,NA,NA,NA,0.6,NA,0.7
2003-12-01,26,12915,78,67,NA,6.50,351,NA,5.80,18608709857,Lituania,18.00,67.30,14.70,3415213,66.70,Europa,0.90,0.90,NA,476000000,700000000,0.3,9253,0.6
2003-12-01,NA,9905,81,75,NA,7.70,4984,NA,NA,29144582393,Luxemburgo,18.90,66.80,14.40,451630,85.70,Europa,0.30,1.20,NA,2445000000,3149000000,0.5,3843,1.2
2003-12-01,NA,2582,81,76,NA,8.20,1074,NA,5.90,5119621569,Malta,18.50,69.10,12.30,398582,93.20,Europa,0.60,1.00,NA,238000000,869000000,0.3,826,0.7
2003-12-01,42,4290,72,64,NA,8.30,46,NA,19.30,1980901554,Moldavia,20.80,68.30,10.80,3612874,45.50,Europa,2.10,1.20,NA,118000000,79000000,0.1,3360,0.1
2003-12-01,NA,NA,NA,NA,NA,3.90,4216,NA,NA,3588988601,Monaco,NA,NA,NA,32968,100.00,Europa,0.40,NA,NA,NA,NA,0.5,NA,0.5
2003-12-01,NA,NA,76,71,NA,9.10,254,NA,NA,1707662608,Montenegro,20.50,67.00,12.50,613448,61.60,Europa,1.10,1.30,NA,NA,NA,NA,NA,NA
2003-12-01,18,42625,82,77,NA,10.60,5220,NA,4.70,224880794328,Noruega,19.90,65.30,14.80,4564855,77.20,Europa,0.40,1.20,NA,7089000000,2989000000,0.8,27020,0.9
2003-12-01,9,175041,81,76,NA,9.80,3249,NA,3.00,538312641084,Paises Bajos,18.60,67.60,13.80,16225302,80.30,Europa,0.50,1.20,NA,15887000000,14603000000,0.6,78010,0.8
2003-12-01,31,304856,79,71,NA,6.20,354,NA,7.30,216800888642,Polonia,17.40,69.60,13.00,38204570,61.70,Europa,0.70,0.90,NA,3286000000,4733000000,0.2,91105,0.5
2003-12-01,78,61276,81,74,NA,9.70,1514,NA,NA,161931941309,Portugal,15.80,67.40,16.80,10458821,56.30,Europa,0.40,1.10,NA,2982000000,7634000000,0.3,25129,1
2003-12-01,13,540640,81,76,NA,7.80,2444,NA,3.70,1875141224490,Reino Unido,18.30,65.80,15.90,59647577,79.30,Europa,0.50,1.20,NA,58627000000,30736000000,0.6,222080,0.9
2003-12-01,40,122379,79,72,NA,7.10,666,NA,5.90,95292530753,Republica Checa,15.40,70.70,13.90,10193998,73.70,Europa,0.50,0.90,NA,2177000000,4069000000,0.3,44415,1
2003-12-01,29,95940,75,68,NA,5.30,146,NA,25.40,59466017706,Rumania,16.60,69.10,14.30,21574326,52.90,Europa,2.10,1.00,NA,572000000,523000000,0.1,39525,0.3
2003-12-01,43,1604973,72,59,NA,5.60,167,NA,13.00,430347770733,Rusia,16.20,70.50,13.40,144667468,73.40,Europa,1.70,1.00,NA,13427000000,5879000000,0.1,645323,0.2
2003-12-01,NA,NA,85,78,NA,5.10,2837,NA,7.50,1122981525,San Marino,NA,NA,NA,28700,94.00,Europa,0.40,NA,NA,NA,NA,0.5,NA,0.6
2003-12-01,56,NA,75,70,NA,8.80,171,NA,15.50,19550781969,Serbia,18.90,67.40,13.70,7480591,54.00,Europa,0.90,1.10,NA,144000000,159000000,NA,16635,NA
2003-12-01,16,54781,82,78,NA,9.30,3277,NA,4.80,314713404153,Suecia,17.90,64.90,17.20,8958229,84.20,Europa,0.30,1.10,NA,9375000000,6548000000,0.8,50618,1
2003-12-01,20,40205,83,78,NA,10.90,5002,NA,3.30,334574926429,Suiza,16.80,67.60,15.60,7339001,73.40,Europa,0.40,1.00,NA,8614000000,10493000000,0.7,25996,0.8
2003-12-01,38,218509,75,68,NA,5.30,232,NA,NA,303005303082,Turquia,29.30,64.30,6.40,65938265,66.60,Europa,2.90,2.00,NA,2113000000,13203000000,0.1,77833,0.4
2003-12-01,40,352259,74,63,NA,6.90,73,NA,17.90,50132953288,Ucrania,15.60,69.30,15.00,47812950,67.40,Europa,1.40,0.90,NA,953000000,1204000000,0,144641,0.1
2003-12-01,NA,389,77,72,NA,4.40,457,NA,12.80,849234754,Antigua y Barbuda,28.80,64.00,7.10,80904,30.50,Las Americas,1.20,1.90,NA,35000000,300000000,0.2,NA,0.6
2003-12-01,66,133127,78,71,NA,8.20,280,NA,19.10,156988741752,Argentina,27.00,62.90,10.10,37970411,89.70,Las Americas,1.70,1.80,NA,2997000000,2306000000,0.1,59047,0.2
2003-12-01,NA,2255,76,72,NA,NA,NA,NA,11.50,2021301676,Aruba,22.10,69.80,8.10,97015,45.60,Las Americas,NA,1.30,NA,213000000,858000000,0.2,NA,0.7
2003-12-01,NA,1518,76,70,NA,5.60,1237,NA,6.00,6949317000,Bahamas. Las,27.10,67.00,5.90,315624,82.20,Las Americas,1.30,1.60,NA,404000000,1770000000,0.2,NA,0.4
2003-12-01,NA,1269,76,71,NA,7.10,702,NA,8.50,3271200000,Barbados,21.10,67.70,11.20,270844,33.30,Las Americas,1.50,1.30,NA,153000000,767000000,0.4,NA,0.5
2003-12-01,NA,374,75,68,NA,4.50,174,NA,14.30,990350000,Belice,38.80,57.00,4.20,258346,46.90,Las Americas,1.90,2.80,NA,50000000,150000000,NA,NA,0.2
2003-12-01,NA,510,81,76,NA,NA,NA,NA,NA,4186525000,Bermuda,NA,NA,NA,63325,100.00,Las Americas,NA,1.30,NA,248000000,348000000,0.6,NA,0.6
2003-12-01,60,14129,66,62,NA,5.60,50,NA,17.70,8082396526,Bolivia,39.00,56.70,4.30,9016787,63.30,Las Americas,4.90,3.00,NA,197000000,243000000,0,3688,0.1
2003-12-01,152,321622,75,67,NA,7.00,214,NA,67.10,552469288268,Brasil,28.30,65.80,5.90,181752951,82.20,Las Americas,2.40,1.90,NA,2874000000,2673000000,0.1,198976,0.3
2003-12-01,3,553185,82,77,NA,9.80,2680,NA,4.70,887751766469,Canada,18.30,68.90,12.90,31676000,80.00,Las Americas,0.50,1.10,NA,16309000000,12236000000,0.6,262038,0.4
2003-12-01,27,55078,81,75,NA,7.10,338,NA,6.20,77840186385,Chile,26.10,66.20,7.70,15995658,86.90,Las Americas,0.80,1.60,NA,1109000000,1309000000,0.3,25833,0.5
2003-12-01,60,57422,76,68,NA,5.90,134,NA,15.20,94684582573,Colombia,31.60,63.50,4.90,41872051,73.00,Las Americas,2.00,2.20,NA,1349000000,1191000000,0.1,25736,0.1
2003-12-01,77,6626,81,76,NA,8.10,343,NA,25.60,17517536016,Costa Rica,29.30,65.00,5.70,4171145,63.10,Las Americas,0.90,1.80,NA,434000000,1424000000,0.2,3297,0.2
2003-12-01,NA,25486,79,75,NA,6.30,202,NA,NA,35901500000,Cuba,20.40,69.10,10.50,11245926,75.90,Las Americas,0.60,1.20,NA,NA,1999000000,0.1,11662,0
2003-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Curazao,22.50,66.00,11.40,131253,90.80,Las Americas,NA,NA,NA,176000000,223000000,NA,NA,NA
2003-12-01,NA,114,NA,NA,NA,4.90,240,NA,11.50,340803913,Dominica,NA,NA,NA,70058,66.00,Las Americas,1.30,NA,NA,9000000,52000000,0.2,NA,0.3
2003-12-01,92,26523,77,71,NA,6.70,164,NA,13.60,32432859000,Ecuador,33.40,61.20,5.40,13279806,61.30,Las Americas,2.60,2.40,NA,500000000,408000000,0,9712,0.2
2003-12-01,115,6553,75,66,NA,7.30,182,NA,NA,15046700000,El Salvador,36.90,57.20,5.90,6029366,60.60,Las Americas,2.30,2.20,NA,311000000,664000000,0,4418,0.2
2003-12-01,6,5681664,80,75,NA,15.60,5993,NA,4.10,11512200000000,Estados Unidos,20.90,66.90,12.30,290107933,79.60,Las Americas,0.70,1.40,NA,82091000000,101535000000,0.6,2261151,0.5
2003-12-01,NA,216,73,69,NA,6.20,359,NA,12.00,596339089,Granada,31.90,60.30,7.70,102369,36.00,Las Americas,1.30,1.90,NA,8000000,104000000,0.2,NA,0.4
2003-12-01,NA,532,71,66,NA,NA,NA,NA,NA,1426452030,Groenlandia,NA,NA,NA,56765,82.30,Las Americas,NA,1.60,NA,NA,NA,0.5,NA,0.5
2003-12-01,39,10502,73,66,NA,6.40,116,NA,15.00,21917565500,Guatemala,43.60,52.20,4.20,12062835,46.30,Las Americas,3.60,3.50,NA,373000000,646000000,0,7436,0.2
2003-12-01,NA,1566,68,61,NA,5.60,55,NA,15.00,741929343,Guyana,36.00,59.90,4.10,753612,28.40,Las Americas,3.70,2.20,NA,30000000,28000000,NA,NA,0.2
2003-12-01,202,1734,60,57,NA,5.30,17,NA,44.20,2826481072,Haiti,38.90,57.00,4.10,8996229,40.60,Las Americas,6.90,3.00,NA,202000000,96000000,0,2218,0
2003-12-01,62,6769,74,69,NA,8.30,103,NA,20.80,8140294080,Honduras,40.90,55.00,4.10,6628171,47.20,Las Americas,2.80,3.00,NA,274000000,372000000,0,3647,0.1
2003-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Isla de San Martin (parte neerlandesa),NA,NA,NA,33791,100.00,Las Americas,NA,NA,NA,144000000,538000000,NA,NA,NA
2003-12-01,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,Islas Caiman,NA,NA,NA,46032,100.00,Las Americas,NA,NA,NA,NA,518000000,NA,NA,0.5
2003-12-01,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,Islas Turcas y Caicos,NA,NA,NA,23412,86.60,Las Americas,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-01,NA,NA,81,75,NA,NA,NA,NA,NA,NA,Islas Virgenes (EEÊUU),23.80,66.60,9.60,108085,93.30,Las Americas,NA,1.40,NA,NA,1257000000,0.3,NA,0.5
2003-12-01,31,10722,74,68,NA,4.60,162,NA,18.90,9430236065,Jamaica,31.80,60.60,7.60,2624695,52.40,Las Americas,1.90,1.70,NA,269000000,1621000000,0.1,3728,0.6
2003-12-01,58,405633,78,73,NA,5.80,397,NA,7.00,713284260880,Mexico,33.00,61.80,5.10,108056312,75.70,Las Americas,1.80,2.30,NA,7252000000,10058000000,0.1,153665,0.3
2003-12-01,46,4411,74,68,NA,6.10,61,NA,15.50,5322437648,Nicaragua,39.10,57.00,3.90,5317878,55.50,Las Americas,2.90,2.60,NA,139000000,160000000,0,2758,0.1
2003-12-01,18,6153,78,73,NA,7.60,303,NA,9.90,12933200000,Panama,31.30,62.90,5.80,3240805,63.10,Las Americas,2.00,2.30,NA,267000000,804000000,0.1,2649,0.2
2003-12-01,74,4070,73,69,NA,6.10,71,NA,50.00,6588103836,Paraguay,36.80,58.60,4.60,5682350,56.90,Las Americas,2.50,2.70,NA,115000000,81000000,0,3965,0.3
2003-12-01,98,26380,74,69,NA,4.50,102,NA,21.00,57840001637,Peru,32.80,62.00,5.20,27073334,74.20,Las Americas,2.50,2.30,NA,847000000,1023000000,0.1,11638,0.1
2003-12-01,7,NA,82,74,NA,NA,NA,NA,NA,75833996000,Puerto Rico,22.70,65.40,11.80,3826095,94.20,Las Americas,NA,1.30,NA,1420000000,2677000000,0.2,NA,0.5
2003-12-01,77,21888,74,68,NA,6.50,143,NA,31.40,21268012747,Republica Dominicana,33.80,60.70,5.50,9071318,64.60,Las Americas,3.10,2.40,NA,408000000,3128000000,0.1,7479,0.2
2003-12-01,NA,220,NA,NA,NA,3.70,359,NA,12.20,461576906,San Cristobal y Nieves,NA,NA,NA,47679,32.30,Las Americas,1.20,NA,NA,8000000,75000000,0.2,NA,0.5
2003-12-01,NA,NA,81,74,NA,NA,NA,NA,NA,NA,San Martin,NA,NA,NA,27363,NA,Las Americas,NA,1.70,NA,NA,NA,NA,NA,NA
2003-12-01,NA,194,73,69,NA,3.90,174,NA,11.80,482397041,San Vicente y las Granadinas,29.60,63.20,7.20,108353,46.30,Las Americas,1.90,1.90,NA,13000000,91000000,0.1,NA,0.6
2003-12-01,NA,359,74,70,NA,6.20,299,NA,15.00,781338353,Santa Lucia,30.00,62.80,7.20,161766,25.20,Las Americas,1.50,1.80,NA,36000000,282000000,0.2,NA,0.6
2003-12-01,NA,2241,72,65,NA,6.60,173,NA,21.00,1271196078,Surinam,30.10,63.90,5.90,486867,66.70,Las Americas,2.80,2.10,NA,68000000,18000000,0,NA,0.3
2003-12-01,NA,27697,73,65,NA,5.10,449,NA,11.20,11235960523,Trinidad y Tobago,23.00,70.10,6.90,1283868,10.20,Las Americas,2.50,1.50,NA,143000000,437000000,0.3,13541,0.3
2003-12-01,45,4598,79,72,NA,9.70,351,NA,58.90,12045627411,Uruguay,24.20,62.50,13.40,3325411,92.80,Las Americas,1.30,1.60,NA,236000000,419000000,0.2,2523,0.2
2003-12-01,141,192103,76,70,NA,5.90,190,NA,25.20,83622191419,Venezuela,32.20,63.00,4.80,25797219,88.50,Las Americas,1.70,2.30,NA,1311000000,378000000,0.1,52881,0.3
2003-12-01,3,346476,83,78,NA,8.30,2323,NA,8.40,466663366337,Australia,20.20,67.10,12.70,19895400,87.70,Oceania,0.50,1.30,NA,10135000000,16647000000,NA,110814,0.7
2003-12-01,45,862,71,66,NA,3.40,95,NA,7.60,2315935753,Fiji,32.40,63.80,3.80,817224,49.10,Oceania,2.00,2.40,NA,88000000,496000000,0.1,NA,0.1
2003-12-01,NA,NA,79,74,NA,NA,NA,NA,NA,NA,Guam,30.00,64.00,6.00,157823,93.40,Oceania,NA,2.00,NA,NA,NA,0.3,NA,0.5
2003-12-01,17,84,NA,NA,NA,17.30,411,NA,NA,126887585,Islas Marshall,NA,NA,NA,52115,69.30,Oceania,3.30,NA,NA,300000,4000000,0,NA,0
2003-12-01,56,180,66,63,NA,6.00,45,NA,14.70,332736307,Islas Salomon,41.50,55.60,2.90,446335,17.00,Oceania,2.90,3.50,NA,6400000,1600000,0,NA,0
2003-12-01,21,40,69,63,NA,9.60,103,NA,NA,90148518,Kiribati,38.30,58.20,3.50,87371,43.50,Oceania,5.10,2.60,NA,NA,NA,0,NA,0
2003-12-01,16,147,68,67,NA,9.50,218,NA,15.00,244990984,Micronesia,39.30,56.80,3.90,106816,22.30,Oceania,3.90,2.80,NA,6000000,17000000,0.1,NA,0.1
2003-12-01,NA,2750,79,72,NA,NA,NA,NA,NA,NA,Nueva Caledonia,27.80,65.90,6.30,225735,62.90,Oceania,NA,1.80,NA,128000000,196000000,0.3,NA,0.4
2003-12-01,12,33938,81,77,NA,7.90,1602,NA,7.00,87440435752,Nueva Zelanda,22.10,66.10,11.90,4027200,86.00,Oceania,0.60,1.40,NA,1649000000,4232000000,0.6,16847,0.6
2003-12-01,51,3968,62,58,NA,4.10,25,NA,13.40,3536459120,Papua Nueva Guinea,40.10,57.30,2.60,5803302,13.10,Oceania,5.70,3.40,NA,52000000,4900000,0,NA,0
2003-12-01,NA,799,76,71,NA,NA,NA,NA,NA,NA,Polinesia Francesa,29.40,65.90,4.60,248536,56.00,Oceania,NA,1.90,NA,335000000,651000000,0.1,NA,0.2
2003-12-01,42,150,74,67,NA,5.10,93,NA,11.30,301905953,Samoa,40.10,55.20,4.70,177677,21.70,Oceania,1.70,3.00,NA,NA,54000000,0,NA,0.1
2003-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Samoa Americana,NA,NA,NA,59117,88.30,Oceania,NA,NA,NA,NA,NA,NA,NA,0
2003-12-01,32,176,74,69,NA,5.10,106,NA,11.30,208098552,Tonga,38.20,55.90,6.00,99691,23.10,Oceania,1.40,2.90,NA,13200000,10300000,0,NA,0.1
2003-12-01,39,81,71,67,NA,3.70,58,NA,5.90,314463144,Vanuatu,40.40,56.40,3.20,198952,22.50,Oceania,1.80,3.10,NA,14000000,83000000,0,NA,0
2003-12-01,74,327272,75,72,NA,4.00,384,NA,NA,214572800000,Arabia Saudita,35.90,60.80,3.30,22852333,80.50,Oriente Medio,1.80,2.40,NA,4165000000,3418000000,0.1,121382,0.3
2003-12-01,NA,16468,76,74,NA,3.70,536,NA,8.30,11075116594,Bahrein,29.40,68.30,2.30,772058,88.40,Oriente Medio,1.00,2.00,NA,492000000,1206000000,0.2,6752,0.6
2003-12-01,19,106842,76,74,NA,2.60,968,NA,NA,124346361619,Emiratos arabes Unidos,23.40,75.60,1.00,3369254,81.50,Oriente Medio,0.90,1.60,NA,3956000000,1438000000,0.3,40190,0.9
2003-12-01,NA,91118,73,68,NA,4.40,16,NA,NA,NA,Irak,42.20,54.30,3.50,25959531,68.70,Oriente Medio,3.40,3.50,NA,NA,NA,0,27086,0
2003-12-01,29,418859,72,70,NA,4.70,97,NA,NA,135409681532,Iran,28.90,66.40,4.70,68543171,66.20,Oriente Medio,2.40,1.80,NA,4120000000,1266000000,0.1,142649,0.1
2003-12-01,20,65122,82,78,NA,7.70,1364,NA,10.60,118673283415,Israel,28.00,62.00,10.00,6689700,91.40,Oriente Medio,0.50,2.20,NA,3341000000,2473000000,0.2,19730,1
2003-12-01,79,17470,74,71,NA,9.20,187,NA,9.30,10193023726,Jordania,38.70,58.20,3.10,5164000,80.60,Oriente Medio,2.20,3.00,NA,503000000,1266000000,0.1,5176,0.3
2003-12-01,35,61657,75,73,NA,3.20,728,NA,5.40,47875837662,Kuwait,25.60,71.00,3.40,2116353,98.20,Oriente Medio,1.00,2.20,NA,3750000000,328000000,0.2,22001,0.7
2003-12-01,46,18221,78,74,NA,9.30,498,NA,13.40,20082918740,Libano,28.40,64.30,7.30,3690110,86.30,Oriente Medio,1.40,1.60,NA,3319000000,6782000000,0.1,5220,0.2
2003-12-01,35,32391,76,72,NA,3.20,294,NA,8.20,21542262852,Oman,36.40,61.20,2.50,2389121,71.50,Oriente Medio,1.20,2.20,NA,804000000,546000000,0.1,9350,0.2
2003-12-01,NA,36157,78,76,NA,4.10,1476,NA,NA,23533790531,Qatar,26.90,71.60,1.50,660238,96.90,Oriente Medio,1.00,1.70,NA,471000000,369000000,0.2,14185,0.6
2003-12-01,43,54286,76,72,NA,5.10,60,NA,7.50,21828144686,Siria,39.60,57.00,3.40,17298476,53.00,Oriente Medio,1.80,2.80,NA,734000000,877000000,0,16543,0.1
2003-12-01,72,17305,63,60,NA,5.00,35,NA,18.00,11777768087,Yemen,47.00,50.30,2.70,19081306,27.80,Oriente Medio,6.10,3.70,NA,134000000,139000000,0,5667,0
2004-12-01,25,89493,71,68,NA,3.50,90,NA,8.00,85324997370,Algeria,29.70,66.00,4.30,33461345,63.10,africa,3.00,2.00,NA,341000000,178000000,0,30974,0.1
2004-12-01,119,18793,49,47,NA,5.10,63,NA,82.30,19640862550,Angola,47.70,49.80,2.50,15976715,35.40,africa,12.30,5.00,NA,86000000,82000000,0,9676,0
2004-12-01,31,2512,58,55,NA,4.60,23,NA,NA,4050869968,Benin,44.70,52.50,2.80,7922796,39.60,africa,7.80,4.10,NA,59000000,121000000,0,2491,0.1
2004-12-01,107,4378,48,47,NA,4.90,268,NA,15.80,8957491785,Botsuana,36.20,60.70,3.20,1854739,54.80,africa,4.60,2.60,NA,280000000,582000000,0,1857,0.3
2004-12-01,40,1104,53,51,NA,6.10,24,NA,NA,4838551014,Burkina Faso,46.60,50.80,2.60,13034258,20.80,africa,8.90,4.50,NA,67000000,52000000,0,NA,0
2004-12-01,13,198,51,48,NA,9.70,9,NA,18.30,915257323,Burundi,46.10,51.20,2.80,7510771,9.10,africa,7.90,4.30,NA,29000000,1800000,0,NA,0
