Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Al Shehhi A., Thomas J., Welsch R., Grey I., Aung Z.","57034135400;35095673800;8214812500;7006299669;6505942598;","Arabia Felix 2.0: a cross-linguistic Twitter analysis of happiness patterns in the United Arab Emirates",2019,"Journal of Big Data","6","1", 33,"","",,,"10.1186/s40537-019-0195-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064625188&doi=10.1186%2fs40537-019-0195-2&partnerID=40&md5=008ead4640f0549f5cec8399c584d587","Electrical and Computer Engineering, Khalifa University, Abu Dhabi, United Arab Emirates; Sloan School of Management, Massachusetts Institute of Technology, Cambridge, MA, United States; Department of Psychology, Zayed University, Abu Dhabi, United Arab Emirates; Sloan School of Management and IDSS Center for Statistics and Data Science, Massachusetts Institute of Technology, Cambridge, MA, United States; School of Arts and Sciences, Lebanese American University, Beirut, Lebanon; Department of Computer Science, Khalifa University, Abu Dhabi, United Arab Emirates","Al Shehhi, A., Electrical and Computer Engineering, Khalifa University, Abu Dhabi, United Arab Emirates, Sloan School of Management, Massachusetts Institute of Technology, Cambridge, MA, United States; Thomas, J., Department of Psychology, Zayed University, Abu Dhabi, United Arab Emirates; Welsch, R., Sloan School of Management and IDSS Center for Statistics and Data Science, Massachusetts Institute of Technology, Cambridge, MA, United States; Grey, I., School of Arts and Sciences, Lebanese American University, Beirut, Lebanon; Aung, Z., Department of Computer Science, Khalifa University, Abu Dhabi, United Arab Emirates","Arabic tweets; Big Data; English tweets; Happiness; Hedonometer; Sentiment analysis; Twitter; United Arab Emirates; Valence Shift Word Graph",,Article,"Final",Open Access,Scopus,2-s2.0-85064625188
"Razavi F., Tarokh M.J., Alborzi M.","57202058583;14036613400;36809042800;","An intelligent Alzheimer’s disease diagnosis method using unsupervised feature learning",2019,"Journal of Big Data","6","1", 32,"","",,,"10.1186/s40537-019-0190-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064264403&doi=10.1186%2fs40537-019-0190-7&partnerID=40&md5=aa1a9b276fde05916f311bd8cebc57d6","Department of Information Technology Management, Islamic Azad University, Science and Research Branch of Tehran, Tehran, Iran; Department of Industrial Engineering, K.N. Toosi University of Technology, Tehran, Iran","Razavi, F., Department of Information Technology Management, Islamic Azad University, Science and Research Branch of Tehran, Tehran, Iran; Tarokh, M.J., Department of Industrial Engineering, K.N. Toosi University of Technology, Tehran, Iran; Alborzi, M., Department of Information Technology Management, Islamic Azad University, Science and Research Branch of Tehran, Tehran, Iran","Alzheimer’s disease; Intelligent diagnosis; SoftMax regression; Sparse filtering; Unsupervised feature learning",,Article,"Final",Open Access,Scopus,2-s2.0-85064264403
"Jain P., Gyanchandani M., Khare N.","57207813236;57193434919;8409433500;","Enhanced Secured Map Reduce layer for Big Data privacy and security",2019,"Journal of Big Data","6","1", 30,"","",,,"10.1186/s40537-019-0193-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063892870&doi=10.1186%2fs40537-019-0193-4&partnerID=40&md5=d8a41bf8135b6cfb04eb7e85f21cdf0a","Department of Computer Science and Engineering, MANIT, Bhopal, MP, India","Jain, P., Department of Computer Science and Engineering, MANIT, Bhopal, MP, India; Gyanchandani, M., Department of Computer Science and Engineering, MANIT, Bhopal, MP, India; Khare, N., Department of Computer Science and Engineering, MANIT, Bhopal, MP, India","Big Data; HADOOP; HDFS; HIVE; Privacy preserving; Secured Map Reduce (SMR) layer; Security and privacy",,Article,"Final",Open Access,Scopus,2-s2.0-85063892870
"Georgievska S., Rutten P., Amoraal J., Ranguelova E., Bakhshi R., de Vries B.L., Lees M., Klous S.","25122281500;57208051083;35619945900;23091838000;57195348758;57208058984;57208091841;6603503897;","Detecting high indoor crowd density with Wi-Fi localization: a statistical mechanics approach",2019,"Journal of Big Data","6","1", 31,"","",,,"10.1186/s40537-019-0194-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063687586&doi=10.1186%2fs40537-019-0194-3&partnerID=40&md5=af5206f9e48282b9a724e6b3eb3e3c1c","The Netherlands eScience Center, Science Park 140, Amsterdam, Netherlands; University of Amsterdam, Science Park 904, Amsterdam, Netherlands; ITMO University, St. Petersburg, Russian Federation; KPMG, Laan van Langerhuize 1, Amstelveen, Netherlands","Georgievska, S., The Netherlands eScience Center, Science Park 140, Amsterdam, Netherlands; Rutten, P., University of Amsterdam, Science Park 904, Amsterdam, Netherlands; Amoraal, J., KPMG, Laan van Langerhuize 1, Amstelveen, Netherlands; Ranguelova, E., The Netherlands eScience Center, Science Park 140, Amsterdam, Netherlands; Bakhshi, R., The Netherlands eScience Center, Science Park 140, Amsterdam, Netherlands; de Vries, B.L., The Netherlands eScience Center, Science Park 140, Amsterdam, Netherlands; Lees, M., University of Amsterdam, Science Park 904, Amsterdam, Netherlands, ITMO University, St. Petersburg, Russian Federation; Klous, S., University of Amsterdam, Science Park 904, Amsterdam, Netherlands, KPMG, Laan van Langerhuize 1, Amstelveen, Netherlands","Big data analytics; Crowd density estimation; Indoor Wi-Fi localization; Probabilistic modeling",,Article,"Final",Open Access,Scopus,2-s2.0-85063687586
"Ullah I., Mengersen K.","56765501200;6603793565;","Bayesian mixture models and their Big Data implementations with application to invasive species presence-only data",2019,"Journal of Big Data","6","1", 29,"","",,,"10.1186/s40537-019-0188-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063275399&doi=10.1186%2fs40537-019-0188-1&partnerID=40&md5=64ab7aa6b19456bee2c062ec83d432d8","Science and Engineering Faculty, Queensland University of Technology, 2 George St, Brisbane, QLD  4000, Australia","Ullah, I., Science and Engineering Faculty, Queensland University of Technology, 2 George St, Brisbane, QLD  4000, Australia; Mengersen, K., Science and Engineering Faculty, Queensland University of Technology, 2 George St, Brisbane, QLD  4000, Australia","Dirichlet process mixture models; Fire-ants habitat; k-means clustering; One-class support vector machine; Satellite imagery data; Tree-based clustering",,Article,"Final",Open Access,Scopus,2-s2.0-85063275399
"Johnson J.M., Khoshgoftaar T.M.","57207926967;7006211475;","Survey on deep learning with class imbalance",2019,"Journal of Big Data","6","1", 27,"","",,,"10.1186/s40537-019-0192-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063272245&doi=10.1186%2fs40537-019-0192-5&partnerID=40&md5=b0adac24891dae46e4c6660a082d1d56","Florida Atlantic University, 777 Glades Road, Boca Raton, FL, United States","Johnson, J.M., Florida Atlantic University, 777 Glades Road, Boca Raton, FL, United States; Khoshgoftaar, T.M., Florida Atlantic University, 777 Glades Road, Boca Raton, FL, United States","Big data; Class imbalance; Deep learning; Deep neural networks",,Article,"Final",Open Access,Scopus,2-s2.0-85063272245
"Ahmad A.K., Jafar A., Aljoumaa K.","57207927325;57206663030;37041195300;","Customer churn prediction in telecom using machine learning in big data platform",2019,"Journal of Big Data","6","1", 28,"","",,,"10.1186/s40537-019-0191-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063251133&doi=10.1186%2fs40537-019-0191-6&partnerID=40&md5=7d53f654543d74e2ad62e6a2f6fbb9c6","Faculty of Information Technology, Higher Institute for Applied Sciences and Technology, Damascus, Syrian Arab Republic","Ahmad, A.K., Faculty of Information Technology, Higher Institute for Applied Sciences and Technology, Damascus, Syrian Arab Republic; Jafar, A., Faculty of Information Technology, Higher Institute for Applied Sciences and Technology, Damascus, Syrian Arab Republic; Aljoumaa, K., Faculty of Information Technology, Higher Institute for Applied Sciences and Technology, Damascus, Syrian Arab Republic","Big data; Churn in telecom; Classification; Customer churn prediction; Feature selection; Machine learning; Mobile Social Network Analysis",,Article,"Final",Open Access,Scopus,2-s2.0-85063251133
"Jain P., Agarwal A., Behara R., Baechle C.","57199743273;57203084388;6602000924;57193435847;","HPCC based framework for COPD readmission risk analysis",2019,"Journal of Big Data","6","1", 26,"","",,,"10.1186/s40537-019-0189-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062986974&doi=10.1186%2fs40537-019-0189-0&partnerID=40&md5=c2f33dc8422a80c1d4363b1d2d66efa0","Department of Computer & Electrical Engineering and Computer Science, Florida Atlantic University, Boca Raton, FL, United States; Department of IT and Operations Management, Florida Atlantic University, Boca Raton, FL, United States; Department of Advanced Technology, Indian River State College, Fort Pierce, FL, United States","Jain, P., Department of Computer & Electrical Engineering and Computer Science, Florida Atlantic University, Boca Raton, FL, United States; Agarwal, A., Department of Computer & Electrical Engineering and Computer Science, Florida Atlantic University, Boca Raton, FL, United States; Behara, R., Department of IT and Operations Management, Florida Atlantic University, Boca Raton, FL, United States; Baechle, C., Department of Advanced Technology, Indian River State College, Fort Pierce, FL, United States","Big Data; COPD readmission; HPCC; Nave Bayes; Prediction",,Article,"Final",Open Access,Scopus,2-s2.0-85062986974
"Mantzaris A.V., Walker T.G., Taylor C.E., Ehling D.","55846314300;57207567284;57205195870;57207582968;","Adaptive network diagram constructions for representing big data event streams on monitoring dashboards",2019,"Journal of Big Data","6","1", 24,"","",,,"10.1186/s40537-019-0187-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062610127&doi=10.1186%2fs40537-019-0187-2&partnerID=40&md5=7fa9795bc420b1d087f4fa58e612c54e","University of Central Florida, 4000 Central Florida Blvd, Orlando, FL  32816, United States; Glasgow, United Kingdom","Mantzaris, A.V., University of Central Florida, 4000 Central Florida Blvd, Orlando, FL  32816, United States; Walker, T.G., Glasgow, United Kingdom; Taylor, C.E., University of Central Florida, 4000 Central Florida Blvd, Orlando, FL  32816, United States; Ehling, D., University of Central Florida, 4000 Central Florida Blvd, Orlando, FL  32816, United States","Big data; Co-occurrence networks; Dash boards; Event streams; Graph visualization; Networks; Visual analytics",,Article,"Final",Open Access,Scopus,2-s2.0-85062610127
"Dautov R., Distefano S., Buyya R.","56626911600;17433851100;57194845546;","Hierarchical data fusion for Smart Healthcare",2019,"Journal of Big Data","6","1", 19,"","",,,"10.1186/s40537-019-0183-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062549653&doi=10.1186%2fs40537-019-0183-6&partnerID=40&md5=074a943b0014a262d4d2fd1887c1e2fb","Kazan Federal University, Kazan, Russian Federation; University of Messina, Messina, Italy; University of Melbourne, Melbourne, Australia","Dautov, R., Kazan Federal University, Kazan, Russian Federation; Distefano, S., Kazan Federal University, Kazan, Russian Federation, University of Messina, Messina, Italy; Buyya, R., University of Melbourne, Melbourne, Australia","Cloud computing; Complex Event Processing; Data fusion; Distributed architecture; Edge computing; Industry 4.0; Internet of Things; Smart Healthcare",,Article,"Final",Open Access,Scopus,2-s2.0-85062549653
"Yu G.-J., Gu J.-L., Cui W.-B., Jiang J.-P., Wang Y., Genchev G.Z., Lu T., Lu H.","56303901900;56320543300;57207813618;57192591309;57207361468;56755497100;57207359540;57203167809;","Identifying and characterizing the effects of calendar and environmental conditions on pediatric admissions in Shanghai",2019,"Journal of Big Data","6","1", 14,"","",,,"10.1186/s40537-019-0171-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062467374&doi=10.1186%2fs40537-019-0171-x&partnerID=40&md5=bb929f0e1a2fff68869a8dbc9ee758c0","Department of Children’s Healthcare, Shanghai Children’s Hospital, Shanghai Jiao Tong University, 355 Luding Road, Putuo District, Shanghai, 200062, China; Department of Bioinformatics and Biostatistics, SJTU-Yale Joint Center for Biostatistics, School of Life Science and Biotechnology, Shanghai Jiao Tong University, Shanghai, 200240, China; Shanghai Institute of Medical Genetics, Shanghai Children’s Hospital, Shanghai Jiao Tong University, Shanghai, 200062, China; Key Laboratory of Molecular Embryology, Ministry of Health & Shanghai Key Laboratory of Embryo and Reproduction Engineering, Shanghai, 200040, China; Bulgarian Institute of Genomics and Precision Medicine, Sofia, Bulgaria; Department of Bioengineering, Bioinformatics Program, University of Illinois at Chicago, Chicago, IL  60607, United States","Yu, G.-J., Department of Children’s Healthcare, Shanghai Children’s Hospital, Shanghai Jiao Tong University, 355 Luding Road, Putuo District, Shanghai, 200062, China; Gu, J.-L., Department of Bioinformatics and Biostatistics, SJTU-Yale Joint Center for Biostatistics, School of Life Science and Biotechnology, Shanghai Jiao Tong University, Shanghai, 200240, China, Shanghai Institute of Medical Genetics, Shanghai Children’s Hospital, Shanghai Jiao Tong University, Shanghai, 200062, China, Key Laboratory of Molecular Embryology, Ministry of Health & Shanghai Key Laboratory of Embryo and Reproduction Engineering, Shanghai, 200040, China; Cui, W.-B., Department of Children’s Healthcare, Shanghai Children’s Hospital, Shanghai Jiao Tong University, 355 Luding Road, Putuo District, Shanghai, 200062, China; Jiang, J.-P., Department of Bioinformatics and Biostatistics, SJTU-Yale Joint Center for Biostatistics, School of Life Science and Biotechnology, Shanghai Jiao Tong University, Shanghai, 200240, China; Wang, Y., Department of Bioinformatics and Biostatistics, SJTU-Yale Joint Center for Biostatistics, School of Life Science and Biotechnology, Shanghai Jiao Tong University, Shanghai, 200240, China; Genchev, G.Z., Department of Bioinformatics and Biostatistics, SJTU-Yale Joint Center for Biostatistics, School of Life Science and Biotechnology, Shanghai Jiao Tong University, Shanghai, 200240, China, Bulgarian Institute of Genomics and Precision Medicine, Sofia, Bulgaria; Lu, T., Shanghai Institute of Medical Genetics, Shanghai Children’s Hospital, Shanghai Jiao Tong University, Shanghai, 200062, China, Key Laboratory of Molecular Embryology, Ministry of Health & Shanghai Key Laboratory of Embryo and Reproduction Engineering, Shanghai, 200040, China; Lu, H., Department of Bioinformatics and Biostatistics, SJTU-Yale Joint Center for Biostatistics, School of Life Science and Biotechnology, Shanghai Jiao Tong University, Shanghai, 200240, China, Shanghai Institute of Medical Genetics, Shanghai Children’s Hospital, Shanghai Jiao Tong University, Shanghai, 200062, China, Key Laboratory of Molecular Embryology, Ministry of Health & Shanghai Key Laboratory of Embryo and Reproduction Engineering, Shanghai, 200040, China, Department of Bioengineering, Bioinformatics Program, University of Illinois at Chicago, Chicago, IL  60607, United States","China; Environment; Generalized additive model; Hospital admissions; Pediatric care; Retrospective analysis; Shanghai",,Article,"Final",Open Access,Scopus,2-s2.0-85062467374
