Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Gerhardt R., Valiati J.F., Canto dos Santos J.V.","57201091300;8915545700;26646309200;","An Investigation to Identify Factors that Lead to Delay in Healthcare Reimbursement Process: A Brazilian case",2018,"Big Data Research","13",,,"11","20",,,"10.1016/j.bdr.2018.02.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043374398&doi=10.1016%2fj.bdr.2018.02.006&partnerID=40&md5=c1ebc34779e7c153cb817fbb2f3a4e07","Programa de Pós-Graduação em Computação Aplicada – PPGCA, Universidade do Vale do Rio dos Sinos – UNISINOS, Av. Unisinos, 950, São Leopoldo, RS, Brazil; Artificial Intelligence Engineers – AIE, Vieira de Castro Street 262/206, Porto Alegre, RS, Brazil","Gerhardt, R., Programa de Pós-Graduação em Computação Aplicada – PPGCA, Universidade do Vale do Rio dos Sinos – UNISINOS, Av. Unisinos, 950, São Leopoldo, RS, Brazil; Valiati, J.F., Artificial Intelligence Engineers – AIE, Vieira de Castro Street 262/206, Porto Alegre, RS, Brazil; Canto dos Santos, J.V., Programa de Pós-Graduação em Computação Aplicada – PPGCA, Universidade do Vale do Rio dos Sinos – UNISINOS, Av. Unisinos, 950, São Leopoldo, RS, Brazil","Data mining; Healthcare reimbursement; Process mining",,Article,"Final",,Scopus,2-s2.0-85043374398
"Oentaryo R.J., Lim E.-P., Ashok X.J.S., Prasetyo P.K., Ong K.H., Lau Z.Q.","8622959700;55684235600;57191923115;36959826400;57207686862;57207695480;","Talent Flow Analytics in Online Professional Network",2018,"Data Science and Engineering","3","3",,"199","220",,,"10.1007/s41019-018-0070-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062710273&doi=10.1007%2fs41019-018-0070-8&partnerID=40&md5=c14df90685d74deea637c68da21ab1bd","McLaren Applied Technologies, Singapore, Singapore; Living Analytics Research Centre, Singapore Management University, Singapore, Singapore; Singapore Management University, Singapore, Singapore","Oentaryo, R.J., McLaren Applied Technologies, Singapore, Singapore; Lim, E.-P., Living Analytics Research Centre, Singapore Management University, Singapore, Singapore; Ashok, X.J.S., Living Analytics Research Centre, Singapore Management University, Singapore, Singapore; Prasetyo, P.K., Living Analytics Research Centre, Singapore Management University, Singapore, Singapore; Ong, K.H., Singapore Management University, Singapore, Singapore; Lau, Z.Q., Singapore Management University, Singapore, Singapore","Centrality; Job hop; Network analysis; Talent flow",,Article,"Final",Open Access,Scopus,2-s2.0-85062710273
"Srivastava R., Palshikar G.K., Chaurasia S., Dixit A.","55654759900;55890466600;57192807565;35944005200;","What’s Next? A Recommendation System for Industrial Training",2018,"Data Science and Engineering","3","3",,"232","247",,,"10.1007/s41019-018-0076-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062699494&doi=10.1007%2fs41019-018-0076-2&partnerID=40&md5=d745868e36487ab1f7a09161efd793e0","54B, Tata Research Design and Development Center, Hadapsar Industrial Estate, Hadapsar, Pune, 411013, India; Department of Technology, Savitribai Phule Pune University, Ganeshkhind Road, Aundh, Pune, 411007, India; Pune, India","Srivastava, R., 54B, Tata Research Design and Development Center, Hadapsar Industrial Estate, Hadapsar, Pune, 411013, India, Department of Technology, Savitribai Phule Pune University, Ganeshkhind Road, Aundh, Pune, 411007, India; Palshikar, G.K., 54B, Tata Research Design and Development Center, Hadapsar Industrial Estate, Hadapsar, Pune, 411013, India; Chaurasia, S., 54B, Tata Research Design and Development Center, Hadapsar Industrial Estate, Hadapsar, Pune, 411013, India; Dixit, A., Pune, India","Industrial training; Personalized recommendation; Sequence matching; Sequence mining",,Article,"Final",Open Access,Scopus,2-s2.0-85062699494
"Pan W., Li Z., Zhang Y., Weng C.","57208106225;55822033300;36133864200;57204780451;","The New Hardware Development Trend and the Challenges in Data Management and Analysis",2018,"Data Science and Engineering","3","3",,"263","276",,,"10.1007/s41019-018-0072-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062695716&doi=10.1007%2fs41019-018-0072-6&partnerID=40&md5=b70d52a2629b9774965bb97ca4bc1e54","Northwest Polytechnical University, Xi’an, China; Renmin University of China, Beijing, China; East China Normal University, Shanghai, China","Pan, W., Northwest Polytechnical University, Xi’an, China; Li, Z., Northwest Polytechnical University, Xi’an, China; Zhang, Y., Renmin University of China, Beijing, China; Weng, C., East China Normal University, Shanghai, China","Data analysis; Data management; Heterogeneous hardware",,Article,"Final",Open Access,Scopus,2-s2.0-85062695716
"Lee J.Y., Tukhvatov R.","50262320700;57197763507;","Evaluations of Similarity Measures on VK for Link Prediction",2018,"Data Science and Engineering","3","3",,"277","289",,,"10.1007/s41019-018-0073-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062685946&doi=10.1007%2fs41019-018-0073-5&partnerID=40&md5=9b393a4f430c2a9600f87258b075a5c2","Network and Information Science Laboratory, Institute of Information Systems, Innopolis University, Innopolis, 420500, Russian Federation","Lee, J.Y., Network and Information Science Laboratory, Institute of Information Systems, Innopolis University, Innopolis, 420500, Russian Federation; Tukhvatov, R., Network and Information Science Laboratory, Institute of Information Systems, Innopolis University, Innopolis, 420500, Russian Federation","Graph theory; Link prediction; Recommender system; Similarity",,Article,"Final",Open Access,Scopus,2-s2.0-85062685946
"Vasudevan S., Singh M., Mondal J., Peran M., Zweig B., Johnston B., Rosenfeld R.","35106210600;55443750200;57197711562;57188755771;57201252186;57201261830;57201260847;","Estimating Fungibility Between Skills by Combining Skill Similarities Obtained from Multiple Data Sources",2018,"Data Science and Engineering","3","3",,"248","262",,1,"10.1007/s41019-018-0075-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062638818&doi=10.1007%2fs41019-018-0075-3&partnerID=40&md5=226865e8336429f6af66c047c5958089","IBM Research, Bangalore, India; IBM Research - T.J. Watson Research Center, Yorktown, NY, United States; IBM Research, New Delhi, India; IBM Chief Analytics Office, Armonk, NY, United States","Vasudevan, S., IBM Research, Bangalore, India; Singh, M., IBM Research - T.J. Watson Research Center, Yorktown, NY, United States; Mondal, J., IBM Research, New Delhi, India; Peran, M., IBM Chief Analytics Office, Armonk, NY, United States; Zweig, B., IBM Chief Analytics Office, Armonk, NY, United States; Johnston, B., IBM Chief Analytics Office, Armonk, NY, United States; Rosenfeld, R., IBM Chief Analytics Office, Armonk, NY, United States","Data integration; Demand forecasting; Fungibility; Skill similarity; Skill-capacity analytics",,Article,"Final",Open Access,Scopus,2-s2.0-85062638818
"Chern A., Liu Q., Chao J., Goindani M., Javed F.","57203394841;57188844246;57201254470;57201259936;56330762200;","Automatically Detecting Errors in Employer Industry Classification Using Job Postings",2018,"Data Science and Engineering","3","3",,"221","231",,1,"10.1007/s41019-018-0071-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051520166&doi=10.1007%2fs41019-018-0071-7&partnerID=40&md5=b2da99c03ad54cee5b78b6abb4ff33f3","CareerBuilder, Norcross, GA, United States; Purdue University, West Lafayette, IN, United States","Chern, A., CareerBuilder, Norcross, GA, United States; Liu, Q., CareerBuilder, Norcross, GA, United States; Chao, J., CareerBuilder, Norcross, GA, United States; Goindani, M., Purdue University, West Lafayette, IN, United States; Javed, F., CareerBuilder, Norcross, GA, United States","Employer industry classification; Error detection; Job postings; Multiclass classification",,Article,"Final",Open Access,Scopus,2-s2.0-85051520166
"Lauscher P.","57205217007;","From knowing to doing: A framework to discover, engage with and motivate the person behind the data",2018,"Applied Marketing Analytics","4","2",,"117","125",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059198426&partnerID=40&md5=08f10e5e09103c37d07a8e5d1a30a027","Lauscher Consulting, 25 Hirschgartenalle, Munich, 80639, Germany","Lauscher, P., Lauscher Consulting, 25 Hirschgartenalle, Munich, 80639, Germany","Advertising; Creativity; Data driven marketing; Digital marketing; Full resonance framework; Marketing strategy",,Article,"Final",,Scopus,2-s2.0-85059198426
"Maity D.","57204000620;","A two-step recommendation to improve stability in free-choice brand-attribute associations: A research agenda",2018,"Applied Marketing Analytics","4","2",,"170","177",,,"10.1007/978-3-319-10912-1_126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059189110&doi=10.1007%2f978-3-319-10912-1_126&partnerID=40&md5=001e6dbe3914021e650fe17ee189f608","Department of Business Administration, College of Business, Delaware State University, 1200 N. Dupont Highway, Dover, DE  19901-2277, United States","Maity, D., Department of Business Administration, College of Business, Delaware State University, 1200 N. Dupont Highway, Dover, DE  19901-2277, United States","Brand-attribute association; Free-response scale; Generalised procrustes analysis; Unrestricted attribute-elicitation procedure mapping",,Article,"Final",,Scopus,2-s2.0-85059189110
"Angel G.","57205224921;","The other 180°: Filling in the other half of the 360° customer view",2018,"Applied Marketing Analytics","4","2",,"136","148",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059174658&partnerID=40&md5=6ef06d7ec9361ce10023248d1aee03dd","Digital Mortar, 1005 A Street, #211, San Rafael, CA  94901, United States","Angel, G., Digital Mortar, 1005 A Street, #211, San Rafael, CA  94901, United States","Geolocation; In-store tracking; Retail analytics; Shopper measurement; Shopper tracking; Store measurement",,Article,"Final",,Scopus,2-s2.0-85059174658
"Langmann S.","57205226538;","A/B testing: The importance of significance and test duration",2018,"Applied Marketing Analytics","4","2",,"149","150",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059150637&partnerID=40&md5=b8d4381f313d20cd3615de8bc068c1d5","Webgears, Am Garnmarkt 4, Götzis, 6840, Austria","Langmann, S., Webgears, Am Garnmarkt 4, Götzis, 6840, Austria","A/B testing; Applied statistics; Confidence level; Conversion rate optimisation; Effect measure; Significance",,Article,"Final",,Scopus,2-s2.0-85059150637
"Williamson D., Arfa J.","57205215861;57205215672;","Using matched market lift to measure the true value of offline and online advertising",2018,"Applied Marketing Analytics","4","2",,"102","107",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059120730&partnerID=40&md5=f95c60d8f435a1ba63dd18cfda97d0c2","FanDuel, 300 Park Avenue South, New York, NY  10010, United States; Facebook, 225 Park Avenue South, New York, NY  10003, United States","Williamson, D., FanDuel, 300 Park Avenue South, New York, NY  10010, United States; Arfa, J., Facebook, 225 Park Avenue South, New York, NY  10003, United States","DMA testing; Geo testing; Paid search measurement; Television measurement",,Article,"Final",,Scopus,2-s2.0-85059120730
"McGovern G.","57205218840;","Serving the customer better by understanding their top tasks",2018,"Applied Marketing Analytics","4","2",,"108","116",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059119910&partnerID=40&md5=54820022e2faaa6bbdf93cf9d76e546e","Customer Carewords, Silver Beach, Gormanston, Co. Meath, K32YN40, Ireland","McGovern, G., Customer Carewords, Silver Beach, Gormanston, Co. Meath, K32YN40, Ireland","Customer experience; Digital strategy; User experience",,Article,"Final",,Scopus,2-s2.0-85059119910
"Carpenter R.N.","57205214451;","How page speed impacts the bottom line",2018,"Applied Marketing Analytics","4","2",,"157","169",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059118212&partnerID=40&md5=4c18f9412389724d58ec1e2846feafef","Blast Analytics & Marketing, 6020 West Oaks Blvd., Suite 260, Rocklin, CA  95765, United States","Carpenter, R.N., Blast Analytics & Marketing, 6020 West Oaks Blvd., Suite 260, Rocklin, CA  95765, United States","A/B testing; Actionable insights; Customer experience optimisation; Key performance indicators; Page speed; Quantitative analysis",,Article,"Final",,Scopus,2-s2.0-85059118212
"Gardé V.","57205220290;","Digital audience management: Building and managing a robust data management platform for multi-channel targeting and personalisation throughout the customer journey",2018,"Applied Marketing Analytics","4","2",,"126","135",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059118031&partnerID=40&md5=b6ab506314b3a58d462a2a174166eba0","FedEx Customer Engagement Marketing, 3640 Hacks Cross Road, 2nd Floor, Memphis, TN  38125, United States","Gardé, V., FedEx Customer Engagement Marketing, 3640 Hacks Cross Road, 2nd Floor, Memphis, TN  38125, United States","Audience; Data management platform; Demand-side platform; First-party data; Lookalike modelling; Personalisation; Targeting",,Article,"Final",,Scopus,2-s2.0-85059118031
"Iacobucci D., Grisaffe D.","55881426700;22957615900;","Perceptual maps via enhanced correspondence analysis: representing confidence regions to clarify brand positions",2018,"Journal of Marketing Analytics","6","3",,"72","83",,,"10.1057/s41270-018-0037-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048525741&doi=10.1057%2fs41270-018-0037-7&partnerID=40&md5=6a0e36e7b4e7250df80ded02eec13006","Vanderbilt University, Nashville, TN, United States; University of Texas at Arlington, Arlington, TX, United States","Iacobucci, D., Vanderbilt University, Nashville, TN, United States; Grisaffe, D., University of Texas at Arlington, Arlington, TX, United States","Brand positioning; Correspondence analysis; Perceptual maps; Positioning",,Article,"Final",,Scopus,2-s2.0-85048525741
"Branda A.F., Lala V., Gopalakrishna P.","57202382855;6601989791;6602109999;","The marketing analytics orientation (MAO) of firms: identifying factors that create highly analytical marketing practices",2018,"Journal of Marketing Analytics","6","3",,"84","94",,1,"10.1057/s41270-018-0036-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048094014&doi=10.1057%2fs41270-018-0036-8&partnerID=40&md5=ae6db4c03335dff4e78de927cb2ad0a6","Pace University Lubin Graduate School of Business, 1 Pace Plaza 4th Floor, New York, NY  10038, United States","Branda, A.F., Pace University Lubin Graduate School of Business, 1 Pace Plaza 4th Floor, New York, NY  10038, United States; Lala, V., Pace University Lubin Graduate School of Business, 1 Pace Plaza 4th Floor, New York, NY  10038, United States; Gopalakrishna, P., Pace University Lubin Graduate School of Business, 1 Pace Plaza 4th Floor, New York, NY  10038, United States","Analytics; Customer intelligence; Market orientation; Marketing analytics; Marketing intelligence; Top management support",,Article,"Final",Open Access,Scopus,2-s2.0-85048094014
"Dogan V.","24073063700;","A novel method for detecting careless respondents in survey data: floodlight detection of careless respondents",2018,"Journal of Marketing Analytics","6","3",,"95","104",,,"10.1057/s41270-018-0035-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047248054&doi=10.1057%2fs41270-018-0035-9&partnerID=40&md5=ffcf17317a1b0a9b2cc86355ce3240fc","Department of Marketing, Faculty of Business Administration and Economics, Eskisehir Osmangazi University, Block B, Floor 4, Meselik Campus, Eskisehir, 26480, Turkey","Dogan, V., Department of Marketing, Faculty of Business Administration and Economics, Eskisehir Osmangazi University, Block B, Floor 4, Meselik Campus, Eskisehir, 26480, Turkey","Careless responding; Floodlight detection of careless respondents; Johnson–Neyman technique; Marketing research; Response time; Survey data quality",,Article,"Final",,Scopus,2-s2.0-85047248054
"Alnsour M.S.","43060990700;","Online relationship marketing for banks in face-to-face economies",2018,"Journal of Marketing Analytics","6","3",,"105","116",,,"10.1057/s41270-018-0032-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046343490&doi=10.1057%2fs41270-018-0032-z&partnerID=40&md5=93a863cd67da2f346ad1596b277e50ec","Faculty of Business Administration, Al-Balqa Applied University, Al-Salt, 19117, Jordan","Alnsour, M.S., Faculty of Business Administration, Al-Balqa Applied University, Al-Salt, 19117, Jordan","Loyalty; Online relationship marketing; Relational interaction; Relationship quality",,Article,"Final",,Scopus,2-s2.0-85046343490
"Chen Y.-J., Matsuoka R.H., Liang T.-M.","36643590500;57204284574;57203936481;","Urban form, building characteristics, and residential electricity consumption: A case study in Tainan City",2018,"Environment and Planning B: Urban Analytics and City Science","45","5",,"933","952",,2,"10.1177/2399808317690150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052889683&doi=10.1177%2f2399808317690150&partnerID=40&md5=0928d7f359385916ff3dbfea2b6ce85c","National Cheng Kung University, Taiwan","Chen, Y.-J., National Cheng Kung University, Taiwan; Matsuoka, R.H., National Cheng Kung University, Taiwan; Liang, T.-M., National Cheng Kung University, Taiwan","East Asia; land use; residential space; sustainability; urban form",,Article,"Final",,Scopus,2-s2.0-85052889683
"Sun Y., Taplin J.","56168645300;7004255379;","Adapting principles of developmental biology and agent-based modelling for automated urban residential layout design",2018,"Environment and Planning B: Urban Analytics and City Science","45","5",,"973","993",,,"10.1177/2399808317690156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041813356&doi=10.1177%2f2399808317690156&partnerID=40&md5=4ac5c8c3ea404ef298e77cf440d3bf39","Planning and Transport Research Centre, The University of Western Australia, Australia","Sun, Y., Planning and Transport Research Centre, The University of Western Australia, Australia; Taplin, J., Planning and Transport Research Centre, The University of Western Australia, Australia","Agent-based modelling; automated subdivision; bio-inspired algorithm; generative design; urban residential layout design","accessibility; adaptive management; biological method; genetic algorithm; residential location; urban design; urban planning",Article,"Final",,Scopus,2-s2.0-85041813356
"Pforte L., Brunsdon C., Cahalane C., Charlton M.","49662093200;6701626868;55349125400;7102039728;","Data imputation in a short-run space-time series: A Bayesian approach",2018,"Environment and Planning B: Urban Analytics and City Science","45","5",,"864","887",,,"10.1177/0265813516688688","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041550024&doi=10.1177%2f0265813516688688&partnerID=40&md5=8a7c425f43cd4c4bbd78f3dbb1955f58","Maynooth University, Ireland","Pforte, L., Maynooth University, Ireland; Brunsdon, C., Maynooth University, Ireland; Cahalane, C., Maynooth University, Ireland; Charlton, M., Maynooth University, Ireland","data imputation; Markov Chain Monte Carlo; Time series","Bayesian analysis; data processing; database; European Union; Markov chain; Monte Carlo analysis; socioeconomic survey; spatial analysis; spatiotemporal analysis; time series",Article,"Final",,Scopus,2-s2.0-85041550024
"Birenboim A.","54082623100;","The influence of urban environments on our subjective momentary experiences",2018,"Environment and Planning B: Urban Analytics and City Science","45","5",,"915","932",,2,"10.1177/2399808317690149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041492490&doi=10.1177%2f2399808317690149&partnerID=40&md5=711a61607bf2548f841949edc60c3fe6","The Department of Geography, The Hebrew University of Jerusalem, Israel","Birenboim, A., The Department of Geography, The Hebrew University of Jerusalem, Israel","experience sampling method; Geographical information systems; smartphone; subjective momentary experience; wellbeing","GIS; life satisfaction; mobile phone; quality of life; sampling; spatial variation; Israel; Jerusalem [Israel]; Jerusalem [Jerusalem (DST)]",Article,"Final",,Scopus,2-s2.0-85041492490
"Liu C., Huang S., Xu P., Peng Z.-R.","57206078313;57200504070;57040334300;7401791063;","Exploring an integrated urban carbon dioxide (CO2) emission model and mitigation plan for new cities",2018,"Environment and Planning B: Urban Analytics and City Science","45","5",,"821","841",,,"10.1177/0265813516686972","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041397246&doi=10.1177%2f0265813516686972&partnerID=40&md5=02d403793c978898111fdb073ccfb568","University of Florida, United States; University of Miami, United States; Tongji University, China; Shanghai Jiao Tong University, China","Liu, C., University of Florida, United States; Huang, S., University of Miami, United States; Xu, P., Tongji University, China; Peng, Z.-R., University of Florida, United States, Shanghai Jiao Tong University, China","carbon dioxide (CO2) mitigation; energy efficiency; life cycle analysis (LCA); new cities; Urban carbon emission","carbon dioxide; carbon emission; energy efficiency; environmental policy; integrated approach; life cycle analysis; local government; urban atmosphere",Article,"Final",,Scopus,2-s2.0-85041397246
"Gielen E., Riutort-Mayol G., Palencia-Jiménez J.S., Cantarino I.","56909895300;55344202300;57200538442;55778572400;","An urban sprawl index based on multivariate and Bayesian factor analysis with application at the municipality level in Valencia",2018,"Environment and Planning B: Urban Analytics and City Science","45","5",,"888","914",,1,"10.1177/2399808317690148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029159218&doi=10.1177%2f2399808317690148&partnerID=40&md5=ef831186b326f8b5713cfe40ba2b7598","Universitat Politècnica de València, Spain","Gielen, E., Universitat Politècnica de València, Spain; Riutort-Mayol, G., Universitat Politècnica de València, Spain; Palencia-Jiménez, J.S., Universitat Politècnica de València, Spain; Cantarino, I., Universitat Politècnica de València, Spain","cities; land use; multivariate factor analysis; Spatial planning; urban planning","Bayesian analysis; factor analysis; land use; multivariate analysis; spatial planning; urban planning; urban sprawl; Comunidad Valencia; Spain; Valencia [Comunidad Valencia]; Valencia [Valencia (PRV)]",Article,"Final",,Scopus,2-s2.0-85029159218
"Jang S., Rasouli S., Timmermans H.","57161807000;55307866400;7006171625;","Accounting for cognitive effort in random regret-only models: Effect of attribute variation and choice set size",2018,"Environment and Planning B: Urban Analytics and City Science","45","5",,"842","863",,2,"10.1177/0265813516688687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027363725&doi=10.1177%2f0265813516688687&partnerID=40&md5=24095cd721be855f9eca7b7360ecabba","Eindhoven University of Technology, Netherlands","Jang, S., Eindhoven University of Technology, Netherlands; Rasouli, S., Eindhoven University of Technology, Netherlands; Timmermans, H., Eindhoven University of Technology, Netherlands","attribute variation; cognitive effort; number of attribute-level regrets; paired comparison; Regret-based choice models",,Article,"Final",,Scopus,2-s2.0-85027363725
"Liu X., Derudder B., Wang M.","55875359500;6602665490;56342596800;","Polycentric urban development in China: A multi-scale analysis",2018,"Environment and Planning B: Urban Analytics and City Science","45","5",,"953","972",,17,"10.1177/2399808317690155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014825170&doi=10.1177%2f2399808317690155&partnerID=40&md5=9aff2b6bb7ba4efe147e9f338e87c0c2","The University of Hong Kong, Hong Kong; Ghent University, Belgium; University of Georgia, United States; HKU Shenzhen Institute of Research and Innovation, China","Liu, X., The University of Hong Kong, Hong Kong, HKU Shenzhen Institute of Research and Innovation, China; Derudder, B., Ghent University, Belgium; Wang, M., University of Georgia, United States","China; inter-city; intra-city; multi-scale; Polycentricity","urban development; urban region; urban system; China; Guangdong; Yangtze Delta; Zhujiang Delta; Primates",Article,"Final",,Scopus,2-s2.0-85014825170
"York J., Gutmann M., Berman F.","57206296542;57204481021;57207595275;","What do we know about the stewardship gap",2018,"Data Science Journal","17",, 19,"","",,,"10.5334/dsj-2018-019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055754656&doi=10.5334%2fdsj-2018-019&partnerID=40&md5=f51ec74c05dcfbb1b99cd77fb376b7b1","University of Michigan, United States; University of Colorado Boulder, United States; Rensselaer Polytechnic Institute, United States","York, J., University of Michigan, United States; Gutmann, M., University of Colorado Boulder, United States; Berman, F., Rensselaer Polytechnic Institute, United States","Data stewardship; Data sustainability; Digital curation; Digital preservation; Research data","Decision making; Sustainable development; Data stewardship; Digital curation; Digital datas; Digital preservation; GAP project; Research data; Digital storage",Article,"Final",Open Access,Scopus,2-s2.0-85055754656
"Wasner C., Barkow I., Odoni F.","57202996228;57190193183;57199145633;","Enhancing the research data management of computer-based educational assessments in Switzerland",2018,"Data Science Journal","17",, 18,"","",,,"10.5334/dsj-2018-018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050126160&doi=10.5334%2fdsj-2018-018&partnerID=40&md5=4fc1c90f8981395ca0aa633cf824fe78","Swiss Institute for Information Science, University of Applied Sciences, Pulvermühlestrasse 57, Chur, CH-7000, China","Wasner, C., Swiss Institute for Information Science, University of Applied Sciences, Pulvermühlestrasse 57, Chur, CH-7000, China; Barkow, I., Swiss Institute for Information Science, University of Applied Sciences, Pulvermühlestrasse 57, Chur, CH-7000, China; Odoni, F., Swiss Institute for Information Science, University of Applied Sciences, Pulvermühlestrasse 57, Chur, CH-7000, China","Computer-based assessments; Educational sciences; Metadata; OAIS; Research data management","Information management; Metadata; Students; Computer-based assessments; Computer-based tests; Educational assessment; Educational objectives; Educational science; Long-term preservation; OAIS; Research data managements; E-learning",Article,"Final",Open Access,Scopus,2-s2.0-85050126160
"Haas T.C.","7102176472;","Automatic acquisition and sustainable use of political-ecological data",2018,"Data Science Journal","17",, 17,"","",,,"10.5334/dsj-2018-017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050125722&doi=10.5334%2fdsj-2018-017&partnerID=40&md5=c5fb287a69af0d88640ff74131c9485a","Lubar School of Business, University of Wisconsin at Milwaukee, Milwaukee, WI  53201, United States","Haas, T.C., Lubar School of Business, University of Wisconsin at Milwaukee, Milwaukee, WI  53201, United States","Environmental management; Information extraction; Mining social media; Remote sensing; Rhino conservation; Socio-ecological data","Animals; Ecosystems; Environmental management; Information retrieval; Remote sensing; Social networking (online); Sustainable development; Automatic acquisition; High resolution satellite images; On-going monitoring; Security protocols; Social media; Socio-ecological; Sustainable conservations; Sustainable management; Data mining",Article,"Final",Open Access,Scopus,2-s2.0-85050125722
"Yu K., He D.","55871790700;57204789073;","The choice between bankruptcy liquidation and bankruptcy reorganization: a model and evidence",2018,"Journal of Management Analytics","5","3",,"170","197",,,"10.1080/23270012.2018.1462112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057201890&doi=10.1080%2f23270012.2018.1462112&partnerID=40&md5=e9d190edced2e21c56695608edddd9b4","Department of Operations Management, Antai College of Economics & Management, Shanghai Jiao Tong University, Shanghai, China; Department of Economics, Antai College of Economics & Management, Shanghai Jiao Tong University, Shanghai, China","Yu, K., Department of Operations Management, Antai College of Economics & Management, Shanghai Jiao Tong University, Shanghai, China; He, D., Department of Economics, Antai College of Economics & Management, Shanghai Jiao Tong University, Shanghai, China","APR violations; bankruptcy resolution; corporate bankruptcy; liquidation and reorganization",,Article,"Final",,Scopus,2-s2.0-85057201890
"Jia H., Sheng Y., Han W., Wang X.S.","57204795403;57204783496;7401899870;57204795575;","Data access control in data exchanging supporting big data arena",2018,"Journal of Management Analytics","5","3",,"155","169",,,"10.1080/23270012.2018.1490212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057143194&doi=10.1080%2f23270012.2018.1490212&partnerID=40&md5=dd2c11acfe6e9b91f8f5c9ba3a891c7c","Software School, Fudan University, Shanghai, China","Jia, H., Software School, Fudan University, Shanghai, China; Sheng, Y., Software School, Fudan University, Shanghai, China; Han, W., Software School, Fudan University, Shanghai, China; Wang, X.S., Software School, Fudan University, Shanghai, China","Access control; big data arena; threat analysis",,Article,"Final",,Scopus,2-s2.0-85057143194
"Kumar A., Chanda U.","55716707300;23479132100;","Two-warehouse inventory model for deteriorating items with demand influenced by innovation criterion in growing technology market",2018,"Journal of Management Analytics","5","3",,"198","212",,1,"10.1080/23270012.2018.1462111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052902639&doi=10.1080%2f23270012.2018.1462111&partnerID=40&md5=de9ef5ad3663e4c00542a24129d388c6","FORE School Of Management, B-18, Qutub Institutional Area, New Delhi, India; Department of Management, BITS Pilani, Rajasthan, India","Kumar, A., FORE School Of Management, B-18, Qutub Institutional Area, New Delhi, India; Chanda, U., Department of Management, BITS Pilani, Rajasthan, India","deterioration; growing market size; innovation diffusion; technology products; two-warehouse inventory",,Article,"Final",,Scopus,2-s2.0-85052902639
